job_title,salary,location,company_size,experience_level,employment_type,skills,experience_level_value,company_size_value,employment_type_value
Marketing Data Analyst,95000,Remote,Unknown,None,Part-time,", Azure, Google Cloud, Tableau, Excel",0,0,2
Data Analyst,95000,"Houston,TX",Large,Sr,Regular,"Power BI, Python, Tableau, Excel, SQL",3,3,3
Junior Data Analyst,120000,US,Large,Jr,Contract,", Tableau, AWS",1,3,4
Data Analyst,8090000,"Dallas, TX",Startup,Jr,Contract,"Excel , Google Cloud , R , Azure , SQL",1,1,4
Data Analytics Specialist,0,"Dallas, TX, US",Large,Mi,Freelance,"Azure,SQL,Python",2,3,6
DATA ANALYST,90000,Remote,Large,Sr,Full-time,"Power BI , Google Cloud , Tableau , Azure",3,3,1
Jr. Data Analyst,110000,"Houston,TX",Medium,Sr,Freelance,"Python , R",3,2,6
Data Analyst - Remote,65000,"New York, NY",Startup,Jr,Full-time,"Tableau, SQL, Google Cloud",1,1,1
Junior Data Analyst,0,"London, UK, Huntsville,AL, Houston,TX",Unknown,Sr,Freelance,"Azure, SQL, R, Python",3,0,6
Data Analyst - Remote,70000.0,"Houston,TX",Large,Mi,Part-time,"Google Cloud, Power BI, Tableau",2,3,2
Junior Data Analyst,50000,"Dallas, TX, Austin, TX",Startup,None,Part-time,"Google Cloud , Python , AWS",0,1,2
Marketing Data Analyst,0,"US, London, UK, New York, NY",Large,Jr,Regular,"R, AWS, Tableau, Azure, SQL",1,3,3
Product Data Analyst,120000,"New York, NY, London, UK, Remote",Small,Jr,Part-time,"Google Cloud,Azure",1,0,2
Junior Data Analyst,8090000,"US, Dallas, TX, Huntsville,AL",Startup,Jr,Contract,"AWS,",1,1,4
Data Analyst II,50000,"Houston,TX",Medium,Jr,Full-time,", Azure, R, Power BI",1,2,1
DATA ANALYST,95000,"Huntsville,AL, San Francisco, CA, Austin, TX",Startup,None,Part-time,"Power BI , Python , SQL , Azure",0,1,2
Junior Data Analyst,50,"US, Houston,TX, Remote",Huge,Jr,Part-time,"R,Excel,Python",1,4,2
Data Analyst,14000000,"Remote, London, UK",Large,Jr,Full-time,"AWS, SQL, R, , Power BI",1,3,1
Jr. Data Analyst,95000.0,"Remote, Austin, TX",Medium,Jr,Regular,"Excel,Azure,R",1,2,3
Sr. Data Analyst,90000,Anywhere,Large,Pr,Part-time,"R, Excel",4,3,2
Data Analyst!!!,70000.0,"Austin, TX",Small,Sr,Temporary,", Azure, Google Cloud",3,0,5
Data Analyst - Remote,70000,"Dallas, TX, Anywhere",Large,Mi,Freelance,"Tableau,Excel,SQL",2,3,6
Data Analytics Specialist,95000,Anywhere,Small,Sr,Full-time,"Power BI , Excel , Google Cloud , AWS , R",3,0,1
Marketing Data Analyst,95000,Anywhere,Medium,Jr,Contract,"Excel , Google Cloud ,  , Power BI",1,2,4
Jr. Data Analyst,70000,"Dallas, TX",Large,Sr,Regular,"Excel , SQL , Google Cloud",3,3,3
DATA ANALYST,110000,"Huntsville,AL",Small,Pr,Part-time,"Python, SQL, AWS, , R",4,0,2
Junior Data Analyst,95000,"Dallas, TX, US",Startup,Jr,Temporary,"R, Google Cloud, Tableau, Excel",1,1,5
DATA ANALYST,0,US,Large,Jr,Full-time,"Google Cloud, , SQL",1,3,1
Senior Data Analyst,50000,"Dallas, TX",Startup,Jr,Regular,",Google Cloud,Tableau,SQL",1,1,3
Junior Data Analyst,0,"Huntsville,AL, Remote",Medium,Jr,Temporary,"Excel , Azure , R",1,2,5
Data Analyst - Remote,65000,"Dallas, TX",Huge,Jr,Part-time,,1,4,2
Junior Data Analyst,90000,"Austin, TX",Unknown,Pr,Part-time,"SQL, Excel, R, Azure",4,0,2
BI Analyst,50000,Anywhere,Medium,Sr,Full-time,", Google Cloud, Azure",3,2,1
DATA ANALYST,14000000,"Austin, TX, San Francisco, CA, Dallas, TX",Large,Mi,Full-time,"Google Cloud , Azure , Python , Excel , Power BI",2,3,1
Junior Data Analyst,14000000,"New York, NY, San Francisco, CA, Austin, TX",Small,Pr,Part-time,"Google Cloud , Tableau , AWS ,  , Excel",4,0,2
Data Analyst II,50000,"New York, NY, San Francisco, CA",Unknown,Sr,Freelance,"Azure, Power BI, AWS, Tableau",3,0,6
Marketing Data Analyst,110000,"New York, NY",Startup,Jr,Full-time,",Python,Excel",1,1,1
Jr. Data Analyst,0,Remote,Small,Sr,Regular,"Google Cloud, SQL, Azure, R, Tableau",3,0,3
FT,0,,"['', 'Power BI', 'Excel', 'Tableau']",Medium,,Senior Data Analyst,0,0,0
Jr. Data Analyst,0,"Huntsville,AL",Large,Mi,Temporary,"Tableau, SQL, Python, Google Cloud",2,3,5
Data Analyst!!!,110000,"New York, NY",Large,Jr,Contract,", Azure, SQL",1,3,4
Sr. Data Analyst,95000,"Houston,TX",Large,Pr,Contract,"Python, AWS, Excel, Power BI,",4,3,4
DATA ANALYST,0,"London, UK, San Francisco, CA, Remote",Startup,Jr,Part-time,"R, Azure",1,1,2
BI Analyst,0,Anywhere,Large,Sr,Temporary,"R, Tableau",3,3,5
Product Data Analyst,120000,"Anywhere, Dallas, TX, US",Small,Jr,Full-time,"R, AWS, Google Cloud",1,0,1
DATA ANALYST,95000,"Anywhere, Dallas, TX",Unknown,Jr,Full-time,"Excel, Azure, Google Cloud, SQL,",1,0,1
BI Analyst,70000.0,"New York, NY",Unknown,Jr,Contract,"Google Cloud,Power BI,R,Tableau",1,0,4
BI Analyst,120000,"US, Houston,TX, San Francisco, CA",Huge,Jr,Contract,"R, SQL, , Excel",1,4,4
Senior Data Analyst,14000000,"New York, NY",Large,Jr,Part-time,", Python, Google Cloud",1,3,2
Data Analyst!!!,8090000,"Houston,TX",Medium,Sr,Freelance,"Python,Azure,Tableau,Power BI",3,2,6
Jr. Data Analyst,90000,"San Francisco, CA, Houston,TX",Medium,Pr,Freelance,"R , Excel , SQL",4,2,6
Jr. Data Analyst,70000.0,"Dallas, TX, New York, NY",Medium,Jr,Part-time,"Python, AWS, R",1,2,2
Marketing Data Analyst,110000,"New York, NY",Startup,Jr,Regular,"Python, Power BI, R",1,1,3
Product Data Analyst,0,"Austin, TX",Unknown,None,Contract,"SQL, Tableau,",0,0,4
Sr. Data Analyst,65000,"Dallas, TX, London, UK",Medium,Jr,Contract,"Google Cloud , Tableau , SQL , Power BI",1,2,4
Senior Data Analyst,0,"US, Remote, Austin, TX",Startup,Sr,Full-time,"Tableau , R",3,1,1
DATA ANALYST,0,"San Francisco, CA, Anywhere, Dallas, TX",Large,Sr,Regular,"Excel, Power BI",3,3,3
Sr. Data Analyst,50,Remote,Huge,None,Full-time,"AWS , Tableau , Power BI",0,4,1
Data Analyst II,90000,US,Large,Jr,Temporary,"Python,Excel,AWS",1,3,5
Senior Data Analyst,50000,"San Francisco, CA, London, UK",Small,Mi,Part-time,"R,Google Cloud,",2,0,2
Sr. Data Analyst,0,"London, UK",Large,Mi,Freelance,"Google Cloud, Power BI, Python,",2,3,6
Data Analyst - Remote,0,"New York, NY",Small,Jr,Full-time,"AWS, SQL, Python, Power BI",1,0,1
Sr. Data Analyst,95000,"Dallas, TX, Huntsville,AL, Austin, TX",Large,Mi,Part-time,"Tableau , Power BI",2,3,2
Data Analyst!!!,50,"London, UK, Dallas, TX, Austin, TX",Unknown,Jr,Temporary,"Azure, R, Google Cloud, SQL",1,0,5
Data Analyst!!!,0,US,Medium,Jr,Temporary,"Excel, Google Cloud, AWS, Power BI, Tableau",1,2,5
Product Data Analyst,120000,"US, London, UK, San Francisco, CA",Large,Mi,Contract,"Python, , Excel",2,3,4
DATA ANALYST,120000,"Anywhere, London, UK",Small,Sr,Contract,"Azure, Python, Tableau",3,0,4
Sr. Data Analyst,50000,"San Francisco, CA, New York, NY",Unknown,Sr,Regular,"Azure,SQL,Excel,Power BI",3,0,3
Data Analyst!!!,70000.0,"Dallas, TX",Unknown,Jr,Full-time,", AWS",1,0,1
Product Data Analyst,0,"Dallas, TX, Austin, TX",Huge,Mi,Contract,"Tableau , Python , Azure",2,4,4
Data Analytics Specialist,50,"Anywhere, San Francisco, CA",Large,None,Contract,"Python, Tableau, Azure",0,3,4
Data Analytics Specialist,0,"Huntsville,AL",Large,None,Contract,"Python,Google Cloud,Excel",0,3,4
Data Analyst!!!,50,"US, Dallas, TX",Large,Mi,Contract,"Google Cloud, SQL, Power BI, R, AWS",2,3,4
Data Analyst - Remote,120000,"London, UK",Large,Sr,Part-time,"Azure,Python,",3,3,2
Data Analyst!!!,90000,"Dallas, TX",Large,Jr,Part-time,"R, SQL",1,3,2
Data Analyst - Remote,70000,"London, UK, Huntsville,AL",Startup,None,Part-time,"SQL,Tableau,Power BI",0,1,2
Data Analytics Specialist,95000,"Austin, TX, Anywhere",Unknown,None,Freelance,"Python, Power BI, Google Cloud, AWS, Tableau",0,0,6
Product Data Analyst,95000.0,"Austin, TX, London, UK, Dallas, TX",Unknown,Jr,Temporary,"R, Excel, , Google Cloud, AWS",1,0,5
Data Analyst - Remote,8090000,"Remote, Austin, TX, Houston,TX",Huge,Mi,Contract,"Tableau, Python, AWS, SQL, Azure",2,4,4
Product Data Analyst,120000,"Anywhere, Houston,TX, Huntsville,AL",Startup,Sr,Regular,"Python,SQL",3,1,3
Product Data Analyst,65000,"Houston,TX, Remote, Austin, TX",Small,None,Full-time,"SQL, Tableau, AWS, Google Cloud, Python",0,0,1
Data Analyst - Remote,65000,"Huntsville,AL",Small,Jr,Full-time,"SQL,R",1,0,1
Jr. Data Analyst,65000,"Austin, TX, Houston,TX, Remote",Huge,Mi,Full-time,"AWS,Tableau,Excel,Python",2,4,1
Product Data Analyst,120000,"San Francisco, CA, Remote, London, UK",Unknown,Pr,Full-time,"Python, R, SQL, AWS, Google Cloud",4,0,1
Jr. Data Analyst,14000000,Remote,Unknown,Pr,Contract,"SQL, Azure, AWS, Python",4,0,4
Sr. Data Analyst,65000,"London, UK",Huge,Jr,Contract,"AWS,R",1,4,4
Data Analytics Specialist,0,"Anywhere, Dallas, TX, San Francisco, CA",Large,Sr,Contract,", Excel, Tableau",3,3,4
DATA ANALYST,65000,"London, UK",Startup,Jr,Part-time,"Excel,R,Power BI,Google Cloud",1,1,2
Data Analytics Specialist,0,"Dallas, TX, US",Huge,Jr,Full-time,"Power BI, R, Azure, AWS",1,4,1
Data Analytics Specialist,120000,"Dallas, TX, Houston,TX",Startup,Mi,Part-time,"SQL, Tableau, Power BI, Google Cloud, Python",2,1,2
Product Data Analyst,8090000,"Remote, Huntsville,AL",Large,Sr,Full-time,"Azure , Google Cloud , Tableau",3,3,1
Data Analyst II,90000,"New York, NY",Medium,Jr,Part-time,"Excel, Tableau, SQL",1,2,2
Data Analyst!!!,120000,"Dallas, TX, San Francisco, CA, Huntsville,AL",Unknown,Jr,Part-time,"Google Cloud , R , Power BI , Tableau",1,0,2
Data Analyst II,0,"New York, NY, Austin, TX",Huge,Jr,Full-time,"Google Cloud , Power BI , Python , Tableau ,",1,4,1
Data Analyst - Remote,0,"New York, NY, San Francisco, CA",Small,Sr,Regular,"Tableau,Python,Google Cloud,Excel,AWS",3,0,3
Data Analyst,95000.0,"Huntsville,AL, San Francisco, CA, Anywhere",Medium,Jr,Regular,"Python,Power BI",1,2,3
Jr. Data Analyst,95000,"Dallas, TX, New York, NY, Huntsville,AL",Startup,Mi,Regular,,2,1,3
BI Analyst,70000.0,"Dallas, TX, San Francisco, CA",Startup,Jr,Part-time,"Power BI,Python,R,Tableau",1,1,2
DATA ANALYST,90000,"San Francisco, CA",Startup,Jr,Full-time,"AWS , Python , Azure",1,1,1
Data Analyst II,8090000,"Huntsville,AL",Large,Sr,Full-time,"AWS, SQL, Tableau, Google Cloud",3,3,1
Data Analytics Specialist,95000,"Dallas, TX, Huntsville,AL",Medium,Jr,Full-time,"SQL, R, Azure, Excel, Google Cloud",1,2,1
Data Analytics Specialist,70000,"Dallas, TX, Houston,TX",Small,Sr,Full-time,"Excel,AWS,Tableau,Google Cloud",3,0,1
Data Analyst,70000,"US, Anywhere, Austin, TX",Huge,Pr,Temporary,"Google Cloud,Python",4,4,5
Data Analyst,95000.0,"London, UK, Anywhere, New York, NY",Startup,Pr,Freelance,"R, Power BI, , AWS",4,1,6
Jr. Data Analyst,120000,"San Francisco, CA, Dallas, TX",Small,Pr,Freelance,"SQL, , Tableau, Azure, AWS",4,0,6
Data Analyst II,14000000,"New York, NY",Medium,Jr,Part-time,"Excel,Google Cloud,",1,2,2
DATA ANALYST,0,"Dallas, TX, Houston,TX, Huntsville,AL",Startup,Jr,Full-time,"Power BI , Excel , Python , R , AWS",1,1,1
Product Data Analyst,14000000,"Austin, TX",Large,Sr,Full-time,"Azure, Tableau, R, Google Cloud, SQL",3,3,1
DATA ANALYST,8090000,"Anywhere, Houston,TX",Startup,Jr,Part-time,"SQL,Tableau,Power BI,R",1,1,2
Data Analyst - Remote,50000,"US, Houston,TX, Huntsville,AL",Unknown,Sr,Temporary,"SQL, Azure, Python,",3,0,5
Data Analyst - Remote,65000,"Remote, Austin, TX, Dallas, TX",Startup,Sr,Part-time,"SQL,Tableau,Power BI,AWS",3,1,2
BI Analyst,14000000,"San Francisco, CA, Houston,TX",Startup,Mi,Part-time,"Google Cloud, , SQL",2,1,2
Junior Data Analyst,0,"Dallas, TX, Remote",Small,Sr,Contract,",R,Azure,Google Cloud,SQL",3,0,4
Data Analytics Specialist,0,"Huntsville,AL, New York, NY",Large,Jr,Full-time,"Power BI, , AWS, Tableau",1,3,1
Data Analyst - Remote,0,"Austin, TX",Startup,Sr,Full-time,"Google Cloud, R",3,1,1
BI Analyst,95000.0,"Houston,TX",Startup,Sr,Freelance,"SQL , Python",3,1,6
Data Analyst!!!,95000.0,"San Francisco, CA, Anywhere, Houston,TX",Large,Mi,Full-time,"Google Cloud, Tableau",2,3,1
Marketing Data Analyst,8090000,"Austin, TX, Huntsville,AL",Startup,Mi,Full-time,"R, Excel, Tableau, Azure",2,1,1
Data Analyst,0,"New York, NY",Medium,Jr,Regular,"Azure, Tableau, Excel",1,2,3
Data Analytics Specialist,0,"Austin, TX, Remote",Large,Sr,Contract,"Python, SQL, Azure, Google Cloud, Tableau",3,3,4
Data Analyst!!!,65000,"San Francisco, CA, Huntsville,AL",Large,Pr,Freelance,"Excel , Power BI",4,3,6
Data Analyst - Remote,65000,"London, UK",Unknown,Jr,Regular,"Tableau,SQL",1,0,3
Product Data Analyst,65000,"London, UK, New York, NY, Remote",Startup,Mi,Temporary,"Azure, Power BI, Python, R",2,1,5
Senior Data Analyst,0,"Dallas, TX, Houston,TX",Small,Jr,Part-time,"R, , Excel",1,0,2
Azure | Google Cloud | R,0,1-10,Jr. Data Analyst,None,,"San Francisco, CA",0,0,0
Data Analyst - Remote,95000.0,"Huntsville,AL",Unknown,Sr,Regular,"Tableau, SQL",3,0,3
Data Analytics Specialist,70000,US,Large,Mi,Regular,"Google Cloud, , Python, AWS",2,3,3
BI Analyst,0,"Houston,TX",Medium,Jr,Part-time,"Azure, Google Cloud",1,2,2
Sr. Data Analyst,120000,"New York, NY",Small,Sr,Contract,"Python, SQL, Google Cloud, R",3,0,4
Data Analyst,50,US,Startup,Sr,Contract,"Python, Power BI",3,1,4
Data Analytics Specialist,95000,"Huntsville,AL",Startup,Sr,Freelance,"Python, Azure",3,1,6
DATA ANALYST,8090000,"New York, NY, Anywhere, Huntsville,AL",Small,Jr,Full-time,"Power BI, Excel, , AWS",1,0,1
Data Analyst!!!,0,"London, UK",Startup,Sr,Part-time,"Excel, Tableau, Google Cloud, R",3,1,2
Jr. Data Analyst,8090000,US,Startup,Jr,Contract,"Google Cloud,SQL,Azure,Tableau,Power BI",1,1,4
Marketing Data Analyst,70000.0,"London, UK",Startup,Jr,Contract,"Tableau, Excel, R, SQL",1,1,4
DATA ANALYST,120000,"Austin, TX, Houston,TX",Startup,Mi,Part-time,"Azure, Excel",2,1,2
BI Analyst,70000.0,"London, UK",Huge,Mi,Contract,", AWS",2,4,4
Product Data Analyst,14000000,"London, UK, Dallas, TX",Large,Sr,Temporary,"Azure , AWS , R",3,3,5
Sr. Data Analyst,95000.0,"San Francisco, CA, London, UK, Austin, TX",Large,Jr,Regular,", R, Google Cloud",1,3,3
Data Analyst,90000,"Houston,TX, San Francisco, CA, Dallas, TX",Medium,Pr,Full-time,"Python,SQL,Azure",4,2,1
Senior Data Analyst,90000,"Huntsville,AL",Medium,Jr,Full-time,", SQL",1,2,1
Marketing Data Analyst,65000,"Anywhere, New York, NY",Startup,Jr,Regular,"Azure,",1,1,3
Data Analytics Specialist,65000,"Dallas, TX, Huntsville,AL",Unknown,Sr,Regular,", Tableau, Excel, SQL, Azure",3,0,3
Data Analytics Specialist,70000,"Anywhere, San Francisco, CA, Houston,TX",Large,Mi,Full-time,"Power BI, Azure,",2,3,1
BI Analyst,0,"Remote, Huntsville,AL, Dallas, TX",Large,Pr,Temporary,"Google Cloud, Power BI, , AWS, Tableau",4,3,5
BI Analyst,65000,"Dallas, TX, Houston,TX, London, UK",Large,Sr,Temporary,"Google Cloud , Power BI",3,3,5
Data Analyst - Remote,95000.0,"Dallas, TX, London, UK",Large,Sr,Contract,"R, Google Cloud, Excel, Tableau, AWS",3,3,4
Sr. Data Analyst,90000,"London, UK, Austin, TX",Unknown,Pr,Part-time,"Azure, Python, Google Cloud",4,0,2
Jr. Data Analyst,0,"Austin, TX",Medium,Jr,Contract,"SQL,Tableau,Excel",1,2,4
Jr. Data Analyst,65000,Remote,Startup,Pr,Contract,"Excel, AWS",4,1,4
Data Analyst II,90000,"Huntsville,AL, San Francisco, CA, Dallas, TX",Startup,Mi,Temporary,"SQL, Tableau, Excel",2,1,5
Junior Data Analyst,50,"Anywhere, San Francisco, CA, New York, NY",Startup,Jr,Freelance,"R, Excel, , Tableau",1,1,6
Junior Data Analyst,0,US,Unknown,Mi,Full-time,"Google Cloud, Power BI",2,0,1
Data Analyst!!!,120000,"San Francisco, CA, Anywhere, Huntsville,AL",Startup,Jr,Part-time,"AWS, Azure",1,1,2
Jr. Data Analyst,50000,"London, UK, Dallas, TX",Unknown,Mi,Regular,"AWS,Google Cloud,R,SQL,Python",2,0,3
Product Data Analyst,14000000,"Dallas, TX, San Francisco, CA",Large,Mi,Full-time,"SQL, R",2,3,1
Data Analyst - Remote,50000,"Huntsville,AL, London, UK",Medium,Mi,Part-time,", Tableau, Azure, Python, Google Cloud",2,2,2
Data Analyst,0,"San Francisco, CA, Huntsville,AL",Large,Sr,Full-time,"Excel, Azure, R",3,3,1
Data Analyst!!!,90000,Anywhere,Startup,Sr,Contract,"Google Cloud , Excel , Tableau",3,1,4
Product Data Analyst,14000000,"Anywhere, US",Large,Sr,Contract,"Python,SQL,Tableau",3,3,4
Product Data Analyst,14000000,"Dallas, TX, San Francisco, CA",Small,Sr,Contract,"SQL , Azure",3,0,4
Jr. Data Analyst,8090000,"Anywhere, New York, NY, London, UK",Huge,Sr,Full-time,"Power BI, SQL, Tableau",3,4,1
DATA ANALYST,0,"Austin, TX, Huntsville,AL",Large,Jr,Temporary,"Tableau ,  , Python",1,3,5
Jr. Data Analyst,90000,"Dallas, TX, Anywhere, London, UK",Startup,Jr,Regular,"Azure , Power BI , R",1,1,3
DATA ANALYST,70000.0,"Huntsville,AL, London, UK, Houston,TX",Medium,Jr,Full-time,"R, Google Cloud, SQL",1,2,1
BI Analyst,65000,"Austin, TX",Huge,Sr,Freelance,"Python, Google Cloud, AWS, Power BI",3,4,6
Product Data Analyst,65000,"Anywhere, US, New York, NY",Small,Sr,Regular,,3,0,3
Junior Data Analyst,0,"New York, NY, Remote, Huntsville,AL",Large,Jr,Freelance,"Power BI , R , Azure , Excel , AWS",1,3,6
Data Analyst II,50000,"San Francisco, CA",Large,Sr,Contract,"Google Cloud,Azure,Tableau,",3,3,4
Data Analyst II,50,"Austin, TX, Dallas, TX",Large,Jr,Part-time,"R, Tableau",1,3,2
Marketing Data Analyst,65000,"Austin, TX, San Francisco, CA, Remote",Large,None,Part-time,", AWS, R",0,3,2
Product Data Analyst,65000,"Anywhere, San Francisco, CA",Small,Jr,Contract,"Azure ,  , Tableau",1,0,4
Data Analyst - Remote,0,"Anywhere, Huntsville,AL",Large,Jr,Full-time,,1,3,1
Sr. Data Analyst,0,"Houston,TX, Anywhere, San Francisco, CA",Startup,Jr,Contract,"Azure, Tableau, , SQL, R",1,1,4
Jr. Data Analyst,70000,"Dallas, TX",Huge,Jr,Full-time,",AWS,R,Azure",1,4,1
DATA ANALYST,110000,"San Francisco, CA, Austin, TX, Houston,TX",Medium,Jr,Full-time,"Excel, R",1,2,1
Data Analyst - Remote,70000,"Austin, TX",Large,Jr,Part-time,"SQL, AWS, Google Cloud, Python, Excel",1,3,2
Product Data Analyst,70000,"San Francisco, CA, London, UK",Huge,Jr,Freelance,",Azure,AWS,Python",1,4,6
Sr. Data Analyst,120000,"Huntsville,AL, Anywhere",Small,Jr,Part-time,"SQL, Tableau",1,0,2
Jr. Data Analyst,14000000,Anywhere,Small,Mi,Temporary,"AWS,Excel,Azure,SQL,Google Cloud",2,0,5
Data Analyst II,90000,US,Unknown,None,Part-time,"Power BI, Tableau, AWS, Python,",0,0,2
Product Data Analyst,8090000,"New York, NY, Houston,TX",Large,None,Freelance,"SQL, Tableau, R, Excel",0,3,6
Marketing Data Analyst,65000,Anywhere,Unknown,Jr,Freelance,"Tableau, Python, Google Cloud, SQL",1,0,6
Product Data Analyst,65000,Remote,Startup,Mi,Regular,,2,1,3
Junior Data Analyst,95000.0,"Huntsville,AL, New York, NY",Unknown,None,Contract,"SQL , Excel",0,0,4
Sr. Data Analyst,70000,"Austin, TX, New York, NY, London, UK",Unknown,Mi,Part-time,"AWS ,  , Tableau",2,0,2
Data Analyst - Remote,65000,"Anywhere, Remote",Medium,Sr,Part-time,"Google Cloud, Tableau, Excel, Python, R",3,2,2
Marketing Data Analyst,70000.0,Remote,Startup,Jr,Regular,", Tableau, Python, Azure",1,1,3
DATA ANALYST,0,"Austin, TX",Medium,Jr,Full-time,"SQL,",1,2,1
Data Analyst II,0,"US, Dallas, TX",Unknown,Jr,Freelance,"Google Cloud, Tableau",1,0,6
BI Analyst,95000.0,"Dallas, TX",Startup,Mi,Freelance,"Azure, Tableau, Google Cloud, Power BI, Excel",2,1,6
Junior Data Analyst,90000,US,Startup,Sr,Full-time,"Google Cloud, AWS",3,1,1
Product Data Analyst,95000.0,"San Francisco, CA, US",Large,Jr,Freelance,", Tableau",1,3,6
Data Analyst!!!,0,"Anywhere, Austin, TX, Remote",Startup,Mi,Full-time,"Azure,Python,SQL,Excel",2,1,1
Jr. Data Analyst,90000,"US, Dallas, TX, New York, NY",Startup,Sr,Part-time,"AWS ,  , Power BI , Excel",3,1,2
Sr. Data Analyst,0,"Austin, TX",Large,Jr,Freelance,"Azure , Google Cloud , SQL",1,3,6
Product Data Analyst,95000,"US, Dallas, TX",Startup,Mi,Contract,"Excel, Azure, SQL, R",2,1,4
Marketing Data Analyst,50,"London, UK",Startup,Jr,Full-time,"Azure , Tableau",1,1,1
Marketing Data Analyst,110000,"Anywhere, Huntsville,AL",Large,Pr,Full-time,"Google Cloud,Python,Tableau,Excel",4,3,1
Product Data Analyst,0,"Dallas, TX, Austin, TX, London, UK",Startup,Jr,Freelance,"Azure, R, Tableau, Power BI, SQL",1,1,6
BI Analyst,50000,"Huntsville,AL, Austin, TX, New York, NY",Large,Sr,Contract,"Tableau, SQL, AWS",3,3,4
DATA ANALYST,70000,"Huntsville,AL, Remote, San Francisco, CA",Small,Jr,Contract,"Power BI, Tableau,",1,0,4
Product Data Analyst,110000,"Huntsville,AL, Dallas, TX, London, UK",Startup,Sr,Part-time,"Excel, Python, , AWS",3,1,2
Product Data Analyst,70000,"London, UK, New York, NY, Dallas, TX",Large,Jr,Regular,"Azure, Google Cloud, Python",1,3,3
Junior Data Analyst,8090000,"Dallas, TX, Anywhere",Large,Mi,Part-time,,2,3,2
BI Analyst,14000000,"San Francisco, CA, Austin, TX",Startup,Jr,Freelance,"AWS, Power BI, , Tableau",1,1,6
Jr. Data Analyst,110000,"Houston,TX, New York, NY",Large,Mi,Freelance,"Tableau, Google Cloud",2,3,6
Data Analyst,50,"Dallas, TX, Anywhere",Small,Sr,Temporary,", Python, Azure, Tableau, SQL",3,0,5
Jr. Data Analyst,50000,"Huntsville,AL, San Francisco, CA, New York, NY",Medium,Sr,Regular,"Tableau, AWS",3,2,3
Data Analyst II,65000,Remote,Huge,Mi,Freelance,"Azure, Python, SQL, Google Cloud, Excel",2,4,6
Sr. Data Analyst,0,"Houston,TX, Dallas, TX",Small,Jr,Part-time,"Tableau, R, Excel",1,0,2
Senior Data Analyst,0,"Austin, TX, Remote, London, UK",Small,Jr,Regular,"SQL,Python,Tableau,Power BI,Excel",1,0,3
Jr. Data Analyst,50,Remote,Small,Sr,Full-time,"Excel, R",3,0,1
Data Analyst!!!,0,"Huntsville,AL, New York, NY, London, UK",Unknown,Jr,Freelance,"SQL,Python",1,0,6
Data Analytics Specialist,65000,"New York, NY, US",Large,Mi,Contract,"Python, Azure, , Excel, Power BI",2,3,4
Senior Data Analyst,95000,"Houston,TX, San Francisco, CA",Startup,Jr,Full-time,",Power BI",1,1,1
Senior Data Analyst,70000.0,"Anywhere, Huntsville,AL, Austin, TX",Huge,Jr,Full-time,"AWS, R, SQL",1,4,1
Sr. Data Analyst,120000,"London, UK, Huntsville,AL",Small,None,Full-time,", AWS, Google Cloud",0,0,1
Sr. Data Analyst,50,"Austin, TX, Houston,TX, London, UK",Huge,Jr,Freelance,"Python, Google Cloud, SQL, Power BI, Azure",1,4,6
DATA ANALYST,0,"Dallas, TX",Startup,Sr,Full-time,"Excel, Azure, R",3,1,1
Data Analyst II,50000,"Austin, TX, London, UK",Small,Sr,Contract,", AWS",3,0,4
"%50,000",0,1-10,W2,Data Analyst!!!,,Jr,0,0,0
DATA ANALYST,90000,"Dallas, TX, Houston,TX, Austin, TX",Large,Mi,Part-time,"SQL, Power BI,",2,3,2
BI Analyst,0,"US, Austin, TX",Startup,Pr,Regular,"Google Cloud, Python,",4,1,3
Data Analyst!!!,14000000,"US, San Francisco, CA, Houston,TX",Large,Jr,Part-time,"Excel, Google Cloud, Power BI, Azure, SQL",1,3,2
BI Analyst,120000,"San Francisco, CA",Medium,Jr,Contract,"AWS, Excel, SQL",1,2,4
Marketing Data Analyst,14000000,"New York, NY, Austin, TX, San Francisco, CA",Medium,Jr,Temporary,", R , Python , Tableau , Excel",1,2,5
BI Analyst,65000,"Huntsville,AL, Houston,TX",Huge,Sr,Contract,"Azure, AWS",3,4,4
Data Analyst,0,Anywhere,Small,Mi,Part-time,"Python , Excel",2,0,2
Product Data Analyst,70000.0,"Huntsville,AL, New York, NY, US",Unknown,None,Full-time,"Tableau, SQL, Excel",0,0,1
Jr. Data Analyst,50,"Remote, Huntsville,AL",Startup,Jr,Contract,", Excel, SQL, Tableau, Python",1,1,4
Data Analyst!!!,0,"Houston,TX, Austin, TX",Unknown,Jr,Part-time,", AWS, Python, Azure",1,0,2
Data Analyst - Remote,95000,Remote,Large,Jr,Part-time,", AWS",1,3,2
Sr. Data Analyst,90000,"San Francisco, CA, London, UK",Small,Jr,Contract,"R, Excel",1,0,4
Data Analyst - Remote,0,"Austin, TX, Huntsville,AL",Medium,Mi,Freelance,"AWS , SQL , Python",2,2,6
Junior Data Analyst,65000,"London, UK",Medium,Sr,Regular,"Power BI ,",3,2,3
Sr. Data Analyst,0,"Houston,TX",Startup,Jr,Full-time,"Azure , Python",1,1,1
Sr. Data Analyst,110000,"US, Huntsville,AL",Large,Jr,Contract,"SQL , Azure , Tableau , Excel",1,3,4
Sr. Data Analyst,120000,"Austin, TX, Remote",Unknown,None,Contract,"SQL , AWS ,  , Power BI",0,0,4
